Tweet,Message,Match,Polarity 
2728,RT DioceseofJoliet Dr. Timothy Clydesdale was the keynote speaker of the 19th Annual Joliet Diocesan Higher Education Convocation at Lewi,NONE,neutral
2729,"RT Arijenkins21 I would like to thank my family for supporting me,my coaches MICROSSOVER DetroitEdisonGB for being there and making me","like,thank,supporting",positive
2730,"RT RedSanc ""We've been teaching political correctness rather than....those big laws that lend themselves to freedom."" PRECISELY. Open min",NONE,neutral
2731,"RT RedSanc ""We've been teaching political correctness rather than....those big laws that lend themselves to freedom."" PRECISELY. Open min",NONE,neutral
2732,RT JBHEJobs The University of Utah Associate Vice President and Dean for Online Education ,vice,negative
2733,"Get Excited Tournes Film Festival at Samford University November 4 21, 2019 National French Week and Internationa ",excited,positive
2734," MaryvilleU It seems to me that the closest thing to ""genocide"" happening here is that which you are doing to highe ",NONE,neutral
2735,The University of Utah Associate Vice President and Dean for Online Education ,vice,negative
2736,"RT en germany Should I learnGerman, even though my course is in English Is there a student ticket for publictransport How am I sup",NONE,neutral
2737,"RT RedSanc ""We've been teaching political correctness rather than....those big laws that lend themselves to freedom."" PRECISELY. Open min",NONE,neutral
2738,"Free Education University gt gt How to get grants for trade or vocational school, community colleges, or a university ",free,positive
2739,"RT NewAmericanMag If youre curious about what were getting for our education dollars, look no further than recently interviewed univers",NONE,neutral
2740,"RT mfa russia On October 31, Russian Deputy FM met with graduate amp undergraduate students from Princeton , who arrived in Moscow to tak",NONE,neutral
2741,RT USNewsEducation The concept of plagiarism is often foreign to many international students studying in the U.S. and can result in disci,NONE,neutral
2742,"Bok's Law ""If you think education is expensive try ignorance."" Derek Bok, president of Harvard University.May ",expensive,negative
2743,"RT AnnetteRoussel2 According to Statistics Canada, Gun control is NOT a GENDER ISSUE. Equality in education amp employment, access to activ",NONE,neutral
2744," Stelladuma Hi I am a student at Kent State University, majoring in Early Childhood Education I am excited for this discussion ",excited,positive
2745,"RT Markus4Ward2 Yes we should Toronto's Catholic school board should comply with human rights code, education minister says ",NONE,neutral
2746,RT Jenn L Russell University of Pittsburgh's School of Ed is searching for a scholar committed to education research practice partnership,NONE,neutral
2747,"RT NWAC CA The Cree Nation Government has created a 1 million internship fundto bring Quebec Cree post secondary graduates back home,",NONE,neutral
2748,"So, get a scholarship and then make your own money, and not pay back the scholarship Wisconsin college athletes c ",NONE,neutral
2749," BernieSanders IlhanMN Did you know that the tuition at MN State System is 8,500 per year..there is a campus wit ",NONE,neutral
2750,"More than one in six have closed, with the majority remaining are only half full VocationalEducation ",NONE,neutral
2751,RT Mboro Post Middle Tennessee State University has signed an agreement to extend the MTSU Promise to Volunteer State Community College,promise,positive
2752,"More than one in six have closed, with the majority remaining are only half full VocationalEducation ",NONE,neutral
2753,"Happy there is now an Indigenous HIPPY Program. I joined with my daughter 18 years ago The best experience, learni ","happy,best",positive
2754,RT gcThomasJun We are celebrating 60 years of the Human Factors and Ergonomics Education at Loughborough University this year. We have pr,NONE,neutral
2755,RT CarsonRogers78 Honored and Blessed to receive an offer to continue my education and play football at Judson University CoachCMitch ,honored,positive
2756,RT Jenn L Russell University of Pittsburgh's School of Ed is searching for a scholar committed to education research practice partnership,NONE,neutral
2757,"RT NWAC CA The Cree Nation Government has created a 1 million internship fundto bring Quebec Cree post secondary graduates back home,",NONE,neutral
2758,RT Jenn L Russell University of Pittsburgh's School of Ed is searching for a scholar committed to education research practice partnership,NONE,neutral
2759,RT CarsonRogers78 Honored and Blessed to receive an offer to continue my education and play football at Judson University CoachCMitch ,honored,positive
2760,RT KENNYBOO93 Are HBCUs are in jeopardy I read that 3 were on the brink of closure. Kamala Harris graduating from Howard university wa,jeopardy,negative
2761,"RT RedSanc ""We've been teaching political correctness rather than....those big laws that lend themselves to freedom."" PRECISELY. Open min",NONE,neutral
2762,RT MoodDisordersCa Anxious about starting university or just missing the dog Students who have been there shared their top tips ,NONE,neutral
2763,"RT NWAC CA The Cree Nation Government has created a 1 million internship fundto bring Quebec Cree post secondary graduates back home,",NONE,neutral
2764, CCHLDifferenceMaker event CCHL Eastern ON University of Ottawa Skills amp Simulation Centre Tour uOSSC CCSuO a ,NONE,neutral
2765,Free Education University Is a 17 course curriculum that teaches you how to find the right financial opportunitie ,"free,right",positive
2766,The Cree Nation Government has created a 1 million internship fundto bring Quebec Cree post secondary graduates ,NONE,neutral
2767,There are certainly more black youth in our prisons than at the University of Trinidad and Tobago UTT or The Univ ,NONE,neutral
2768,"Another fraternity death UC Santa Cruz student fell out window after Theta Chi hazing, lawsuit says ","death,fell",negative
2769,"RT RedSanc ""We've been teaching political correctness rather than....those big laws that lend themselves to freedom."" PRECISELY. Open min",NONE,neutral
2770,"RT Arijenkins21 I would like to thank my family for supporting me,my coaches MICROSSOVER DetroitEdisonGB for being there and making me","like,thank,supporting",positive
2771,"RT RedSanc ""We've been teaching political correctness rather than....those big laws that lend themselves to freedom."" PRECISELY. Open min",NONE,neutral
2772,"RT RedSanc ""We've been teaching political correctness rather than....those big laws that lend themselves to freedom."" PRECISELY. Open min",NONE,neutral
2773,York chemistry professor receives Petro Canada Young Innovator Award yorkuniversity Ontario Achievements,"award,achievements",positive
2774,"Another frat death UC Santa Cruz student fell out window after Theta Chi hazing, lawsuit says via USATODAY","death,fell",negative
2775,RT parapsych Check out this opportunity to learn more about parapsychology and other related topics at the University of New York in Prag,NONE,neutral
